id,signal_key,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,size,pnl_r,pnl_pct,exit_reason,confirmations,ai_score
343,22019-short,2026-05-16T06:59:00,2026-05-16T07:09:00,short,78648.0,78456.0,78501.96436561183,0.187621,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",31.76
344,22128-short,2026-05-16T08:48:00,2026-05-16T08:59:00,short,78390.01,78426.02736411766,78426.02736411766,0.277644,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",28.82
345,22197-short,2026-05-16T09:57:00,2026-05-16T10:08:00,short,78081.37,77900.0,77954.9543643051,0.177594,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",31.18
346,22311-short,2026-05-16T11:51:00,2026-05-16T12:02:00,short,78087.91,78055.19083120028,78055.19083120028,0.497262,1.4880997583792404,1.4880997583792404,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",28.53
347,22331-short,2026-05-16T12:11:00,2026-05-16T12:17:00,short,78071.2,78015.59,78034.07334703911,0.541947,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",30.88
348,22346-short,2026-05-16T12:26:00,2026-05-16T12:29:00,short,77988.0,77951.36695240016,77951.36695240016,0.349884,1.3845190349774983,1.3845190349774983,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",30.59
349,22393-short,2026-05-16T13:13:00,2026-05-16T13:19:00,short,77898.1,77898.1,77898.1,0.317723,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",29.41
350,22449-short,2026-05-16T14:09:00,2026-05-16T14:21:00,short,77935.41,77935.41,77935.41,0.339667,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'mtf_confirmation', 'session_quality', 'inducement', 'breaker_block', 'mitigation_block']",30.29
351,22595-short,2026-05-16T16:35:00,2026-05-16T16:38:00,short,78266.88,78266.88,78266.88,0.290268,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.88
352,22666-short,2026-05-16T17:46:00,2026-05-16T17:47:00,short,78245.73,78266.13495883379,78266.13495883379,0.490077,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.88
353,22691-short,2026-05-16T18:11:00,2026-05-16T18:16:00,short,78192.75,78216.79719448929,78216.79719448929,0.415849,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",29.41
354,22815-long,2026-05-16T20:15:00,2026-05-16T20:18:00,long,78316.65,78300.35075888706,78300.35075888706,0.613525,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'breaker_block', 'mitigation_block']",68.82
355,23066-short,2026-05-17T00:26:00,2026-05-17T00:29:00,short,78145.2,78167.56216188335,78167.56216188335,0.447184,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",31.18
356,23082-short,2026-05-17T00:42:00,2026-05-17T00:46:00,short,78170.01,78110.45,78132.41371127393,0.450086,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",27.94
357,23097-short,2026-05-17T00:57:00,2026-05-17T00:59:00,short,77970.39,77919.06819335547,77919.06819335547,0.301755,1.4645980219670551,1.4645980219670551,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",25.88
358,23123-short,2026-05-17T01:23:00,2026-05-17T01:28:00,short,78000.76,78000.76,78000.76,0.217667,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",29.71
359,23140-short,2026-05-17T01:40:00,2026-05-17T01:46:00,short,77856.69,77799.52540100287,77799.52540100287,0.176496,1.3026792938600038,1.3026792938600038,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.59
360,23212-short,2026-05-17T02:52:00,2026-05-17T02:54:00,short,77856.69,77883.51726706693,77883.51726706693,0.372755,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",27.94
361,23420-short,2026-05-17T06:20:00,2026-05-17T06:25:00,short,78112.75,78059.79,78078.64811776913,0.496569,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'breaker_block', 'mitigation_block']",30.59
362,23491-long,2026-05-17T07:31:00,2026-05-17T07:37:00,long,78171.03,78189.02228084803,78189.02228084803,0.517085,0.9582118209906546,0.9582118209906546,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'session_quality', 'breaker_block', 'mitigation_block']",68.24
363,23631-long,2026-05-17T09:51:00,2026-05-17T09:54:00,long,78171.03,78224.99,78211.00948111631,0.734768,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'session_quality', 'breaker_block', 'mitigation_block']",68.24
364,23646-long,2026-05-17T10:06:00,2026-05-17T10:11:00,long,78309.06,78418.51,78386.83554156126,0.294294,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",69.71
365,23667-long,2026-05-17T10:27:00,2026-05-17T10:29:00,long,78553.18,78553.18,78553.18,0.214869,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.29
366,23741-long,2026-05-17T11:41:00,2026-05-17T11:47:00,long,78413.71,78436.94152224666,78436.94152224666,0.278709,0.788490676405708,0.788490676405708,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.29
367,23771-long,2026-05-17T12:11:00,2026-05-17T12:14:00,long,78443.41,78417.26784395534,78417.26784395534,0.382524,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'session_quality', 'inducement', 'breaker_block', 'mitigation_block']",69.71
368,23791-long,2026-05-17T12:31:00,2026-05-17T12:36:00,long,78437.96,78531.21,78507.44194830507,0.439855,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",69.12
369,23890-short,2026-05-17T14:10:00,2026-05-17T14:16:00,short,78098.01,77940.0,77985.18283588902,0.214722,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",31.18
370,23956-short,2026-05-17T15:16:00,2026-05-17T15:18:00,short,77985.39,77979.59870816638,77979.59870816638,0.270168,0.4938772427414337,0.4938772427414337,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",28.53
371,24050-short,2026-05-17T16:50:00,2026-05-17T16:52:00,short,78054.84,78080.08300765778,78080.08300765778,0.396149,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",26.47
372,24073-short,2026-05-17T17:13:00,2026-05-17T17:15:00,short,77895.34,77936.07705143142,77936.07705143142,0.245477,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.29
373,24141-short,2026-05-17T18:21:00,2026-05-17T18:24:00,short,78015.35,78051.32508083018,78051.32508083018,0.27797,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",28.24
374,24481-short,2026-05-18T00:01:00,2026-05-18T00:11:00,short,77311.68,77060.24024375735,77060.24024375735,0.066401,1.5008773801958843,1.5008773801958843,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'mitigation_block']",29.41
375,24510-short,2026-05-18T00:30:00,2026-05-18T00:35:00,short,77120.0,77120.0,77120.0,0.087479,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'mitigation_block']",28.24
376,24531-short,2026-05-18T00:51:00,2026-05-18T00:56:00,short,76996.0,77109.71786625526,77109.71786625526,0.087937,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",29.71
377,24558-short,2026-05-18T01:18:00,2026-05-18T01:22:00,short,76991.92,76991.92,76991.92,0.094092,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",31.76
378,24573-short,2026-05-18T01:33:00,2026-05-18T01:35:00,short,76890.0,76882.83349989438,76882.83349989438,0.096054,0.44130223345741404,0.44130223345741404,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'fake_breakout']",29.71
379,24629-short,2026-05-18T02:29:00,2026-05-18T02:39:00,short,77039.18,76885.21,76919.93062350464,0.166677,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",26.76
380,24644-short,2026-05-18T02:44:00,2026-05-18T02:47:00,short,76874.64,76931.66869395699,76931.66869395699,0.17535,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'liquidity_sweep', 'smart_money_entry', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.88
381,24676-short,2026-05-18T03:16:00,2026-05-18T03:24:00,short,76898.8,76953.05687928073,76953.05687928073,0.184308,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.0
382,24715-short,2026-05-18T03:55:00,2026-05-18T04:01:00,short,76912.68,76963.67707938259,76963.67707938259,0.19609,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",28.82
383,25928-long,2026-05-19T00:08:00,2026-05-19T00:15:00,long,77064.57,77111.48032269081,77111.48032269081,0.220378,1.3101398544299976,1.3101398544299976,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.29
384,25987-short,2026-05-19T01:07:00,2026-05-19T01:21:00,short,77103.99,76919.8,76970.42916746241,0.172763,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'breaker_block', 'mitigation_block']",30.88
385,26005-short,2026-05-19T01:25:00,2026-05-19T01:26:00,short,76870.29,76735.29,76796.63108622638,0.165103,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'breaker_block', 'mitigation_block']",29.71
386,26039-short,2026-05-19T01:59:00,2026-05-19T02:01:00,short,76667.01,76721.5413369153,76721.5413369153,0.183381,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",28.53
387,26077-short,2026-05-19T02:37:00,2026-05-19T03:02:00,short,76778.37,76612.56,76630.9070458599,0.156613,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",31.47
388,26159-short,2026-05-19T03:59:00,2026-05-19T04:01:00,short,76787.11,76775.3308481808,76775.3308481808,0.335376,0.6370265626932377,0.6370265626932377,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",26.76
389,26234-short,2026-05-19T05:14:00,2026-05-19T05:19:00,short,76859.85,76760.0,76787.6405440458,0.315841,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",31.18
390,26255-long,2026-05-19T05:35:00,2026-05-19T05:42:00,long,76837.89,76975.11,76936.27671100816,0.209527,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'breaker_block', 'mitigation_block']",70.0
391,26285-long,2026-05-19T06:05:00,2026-05-19T06:11:00,long,76960.0,76960.0,76960.0,0.254843,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",68.24
392,26302-long,2026-05-19T06:22:00,2026-05-19T06:35:00,long,77006.71,77017.82348754577,77017.82348754577,0.249292,0.5662302340927261,0.5662302340927261,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'fake_breakout']",70.29
393,26324-long,2026-05-19T06:44:00,2026-05-19T06:46:00,long,77085.65,77041.32983134901,77041.32983134901,0.225631,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",69.41
394,26349-long,2026-05-19T07:09:00,2026-05-19T07:11:00,long,77081.42,77044.53756374678,77044.53756374678,0.271132,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block', 'fake_breakout']",69.12
395,26367-long,2026-05-19T07:27:00,2026-05-19T07:39:00,long,77148.83,77182.77458159138,77182.77458159138,0.210525,0.8287706413745277,0.8287706413745277,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",70.29
396,26382-long,2026-05-19T07:42:00,2026-05-19T07:50:00,long,77237.69,77237.69,77237.69,0.253921,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",72.35
397,26439-long,2026-05-19T08:39:00,2026-05-19T08:42:00,long,77137.99,77310.52,77267.28248466195,0.230259,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",71.18
398,26601-short,2026-05-19T11:21:00,2026-05-19T11:44:00,short,76880.01,76666.96,76701.05145695752,0.194726,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",28.24
399,26707-short,2026-05-19T13:07:00,2026-05-19T13:09:00,short,76800.06,76847.34986626636,76847.34986626636,0.211462,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",27.65
400,26722-short,2026-05-19T13:22:00,2026-05-19T13:30:00,short,76774.52,76655.31894731784,76655.31894731784,0.158599,1.5671561051851,1.5671561051851,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'inducement', 'breaker_block', 'mitigation_block']",22.35
401,26779-short,2026-05-19T14:19:00,2026-05-19T14:23:00,short,76474.28,76402.77631986662,76402.77631986662,0.089109,0.7822960407100237,0.7822960407100237,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",31.47
402,26794-short,2026-05-19T14:34:00,2026-05-19T14:37:00,short,76271.04,76382.92399374682,76382.92399374682,0.089378,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",31.47
403,26845-short,2026-05-19T15:25:00,2026-05-19T15:30:00,short,76424.23,76503.55742001576,76503.55742001576,0.12606,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",28.24
404,26890-short,2026-05-19T16:10:00,2026-05-19T16:19:00,short,76460.2,76528.355168278,76528.355168278,0.146724,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.88
405,27360-short,2026-05-20T00:00:00,2026-05-20T00:01:00,short,76814.0,76840.15136575652,76840.15136575652,0.382389,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.59
406,27377-short,2026-05-20T00:17:00,2026-05-20T00:25:00,short,76622.41,76602.80426746132,76602.80426746132,0.179201,0.6108016263702866,0.6108016263702866,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",31.47
407,27449-short,2026-05-20T01:29:00,2026-05-20T01:31:00,short,76578.3,76644.1411455276,76644.1411455276,0.151881,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.29
408,27510-short,2026-05-20T02:30:00,2026-05-20T02:33:00,short,76682.04,76682.04,76682.04,0.20414,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",28.82
409,27543-short,2026-05-20T03:03:00,2026-05-20T03:17:00,short,76644.18,76683.76415151752,76683.76415151752,0.252626,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",31.76
410,27633-short,2026-05-20T04:33:00,2026-05-20T04:36:00,short,76775.4,76711.56,76731.76755733613,0.48486,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.0
411,27660-long,2026-05-20T05:00:00,2026-05-20T05:08:00,long,76822.0,76899.99,76883.08441730075,0.489788,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",71.18
412,27710-long,2026-05-20T05:50:00,2026-05-20T06:20:00,long,77201.99,77305.97,77286.29930751312,0.247734,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",69.12
413,27744-long,2026-05-20T06:24:00,2026-05-20T06:25:00,long,77343.7,77312.29647057045,77312.29647057045,0.318436,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",71.18
414,27764-long,2026-05-20T06:44:00,2026-05-20T06:47:00,long,77320.17,77288.85769162672,77288.85769162672,0.319363,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",68.53
415,27803-long,2026-05-20T07:23:00,2026-05-20T07:26:00,long,77460.65,77423.00362446159,77423.00362446159,0.26563,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",70.88
416,28802-long,2026-05-21T00:02:00,2026-05-21T00:03:00,long,77561.31,77536.12957050044,77536.12957050044,0.397134,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",69.12
417,28825-long,2026-05-21T00:25:00,2026-05-21T00:46:00,long,77714.82,77826.43,77796.95498183374,0.251658,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.88
418,28847-long,2026-05-21T00:47:00,2026-05-21T00:49:00,long,77805.18,77948.75,77909.71802080492,0.269786,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",69.41
419,28863-long,2026-05-21T01:03:00,2026-05-21T01:15:00,long,77978.12,78159.7,78111.74700145239,0.163808,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",70.0
420,28898-short,2026-05-21T01:38:00,2026-05-21T01:42:00,short,77834.01,77881.36959588587,77881.36959588587,0.21115,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'liquidity_sweep', 'smart_money_entry', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.88
421,28945-long,2026-05-21T02:25:00,2026-05-21T02:28:00,long,78041.41,78057.62565748372,78057.62565748372,0.196336,0.591022684990985,0.591022684990985,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",73.53
422,29005-long,2026-05-21T03:25:00,2026-05-21T03:32:00,long,78005.54,78017.93906053108,78017.93906053108,0.336093,0.6500342447701704,0.6500342447701704,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.29
423,29022-long,2026-05-21T03:42:00,2026-05-21T03:46:00,long,78010.33,78030.70721950011,78030.70721950011,0.63694,1.3893717909962597,1.3893717909962597,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'macd', 'vwap', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",68.82
424,29040-long,2026-05-21T04:00:00,2026-05-21T04:03:00,long,78100.01,78111.56700228869,78111.56700228869,0.462501,0.7207072185394559,0.7207072185394559,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.29
425,29092-long,2026-05-21T04:52:00,2026-05-21T04:56:00,long,78007.99,78022.25795812169,78022.25795812169,0.743666,1.0366356939048786,1.0366356939048786,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",68.53
