id,signal_key,entry_time,exit_time,direction,entry_price,exit_price,stop_loss,size,pnl_r,pnl_pct,exit_reason,confirmations,ai_score
1,75-long,2026-05-01T01:15:00,2026-05-01T01:24:00,long,76617.07,76579.95139921078,76579.95139921078,0.269407,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'liquidity_sweep', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'equal_high_low', 'breaker_block', 'mitigation_block']",71.76
2,101-long,2026-05-01T01:41:00,2026-05-01T01:43:00,long,76602.81,76610.6667974928,76610.6667974928,0.552883,0.6606334724397124,0.6606334724397124,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'mitigation_block']",69.12
3,187-long,2026-05-01T03:07:00,2026-05-01T03:15:00,long,76637.74,76738.54,76717.93750631176,0.384316,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",72.06
4,255-long,2026-05-01T04:15:00,2026-05-01T04:20:00,long,77143.61,77173.72338298404,77173.72338298404,0.239349,0.8324565212682191,0.8324565212682191,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",70.59
5,306-long,2026-05-01T05:06:00,2026-05-01T05:17:00,long,77149.99,77110.93126767442,77110.93126767442,0.256025,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",69.71
6,342-long,2026-05-01T05:42:00,2026-05-01T05:51:00,long,77115.07,77144.68007332245,77144.68007332245,0.410993,1.365085862480417,1.365085862480417,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'fake_breakout']",68.24
7,357-long,2026-05-01T05:57:00,2026-05-01T06:05:00,long,77164.46,77141.00343574629,77141.00343574629,0.42632,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",69.71
8,417-long,2026-05-01T06:57:00,2026-05-01T06:59:00,long,77100.49,77046.20268295864,77046.20268295864,0.184205,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'liquidity_sweep', 'smart_money_entry', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'equal_high_low', 'breaker_block', 'mitigation_block']",69.71
9,440-long,2026-05-01T07:20:00,2026-05-01T07:22:00,long,77094.0,77046.19513652592,77046.19513652592,0.209184,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",69.71
10,1440-long,2026-05-02T00:00:00,2026-05-02T00:05:00,long,78240.21,78261.235443549,78261.235443549,0.396124,1.2498605395547369,1.2498605395547369,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'fake_breakout']",72.65
11,1466-long,2026-05-02T00:26:00,2026-05-02T00:27:00,long,78348.88,78317.43414526334,78317.43414526334,0.318007,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.29
12,1482-long,2026-05-02T00:42:00,2026-05-02T00:47:00,long,78310.78,78329.87016374001,78329.87016374001,0.34711,0.7975830676332276,0.7975830676332276,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",69.12
13,1528-long,2026-05-02T01:28:00,2026-05-02T01:33:00,long,78349.71,78422.71,78401.73403924846,0.463697,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.0
14,1599-long,2026-05-02T02:39:00,2026-05-02T02:44:00,long,78365.4,78374.53726119103,78374.53726119103,0.566215,0.7104190703978237,0.7104190703978237,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",75.0
15,1644-long,2026-05-02T03:24:00,2026-05-02T03:26:00,long,78347.81,78370.95401171873,78370.95401171873,0.419639,0.982728335035566,0.982728335035566,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",68.82
16,1822-short,2026-05-02T06:22:00,2026-05-02T06:36:00,short,78152.14,78176.24197235529,78176.24197235529,0.414904,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'breaker_block', 'mitigation_block']",30.59
17,1847-long,2026-05-02T06:47:00,2026-05-02T06:51:00,long,78259.51,78314.89,78300.01954997377,0.68899,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'breaker_block', 'mitigation_block']",69.71
18,1897-short,2026-05-02T07:37:00,2026-05-02T07:45:00,short,78250.02,78231.23224760516,78231.23224760516,0.831054,1.4684093602268524,1.4684093602268524,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",30.88
19,1933-long,2026-05-02T08:13:00,2026-05-02T08:17:00,long,78266.01,78252.15877625112,78252.15877625112,0.721958,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",69.12
20,1949-long,2026-05-02T08:29:00,2026-05-02T08:36:00,long,78283.4,78324.88,78316.50013295974,0.898358,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",71.47
21,1995-long,2026-05-02T09:15:00,2026-05-02T09:22:00,long,78326.58,78333.7878444406,78333.7878444406,0.862064,0.772817490450753,0.772817490450753,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'inducement', 'breaker_block', 'mitigation_block']",74.12
22,2017-long,2026-05-02T09:37:00,2026-05-02T09:39:00,long,78378.38,78355.03160609456,78355.03160609456,0.428295,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",69.41
23,2100-short,2026-05-02T11:00:00,2026-05-02T11:17:00,short,78190.03,78177.62154047136,78177.62154047136,0.717621,0.934274507733606,0.934274507733606,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'breaker_block', 'mitigation_block']",28.24
24,2134-short,2026-05-02T11:34:00,2026-05-02T11:41:00,short,78177.52,78146.03,78153.42247938429,1.072246,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'breaker_block', 'mitigation_block']",26.76
25,2184-long,2026-05-02T12:24:00,2026-05-02T12:25:00,long,78167.8,78215.91,78203.1372736398,0.969587,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'session_quality', 'breaker_block', 'mitigation_block']",72.35
26,2225-long,2026-05-02T13:05:00,2026-05-02T13:06:00,long,78333.7,78314.86457072009,78314.86457072009,0.530914,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",69.12
27,2260-long,2026-05-02T13:40:00,2026-05-02T13:46:00,long,78333.32,78353.74408896537,78353.74408896537,0.998618,1.6118757027597042,1.6118757027597042,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'inducement', 'breaker_block', 'mitigation_block']",70.59
28,2305-long,2026-05-02T14:25:00,2026-05-02T14:27:00,long,78449.99,78449.99,78449.99,0.392942,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",69.12
29,2376-long,2026-05-02T15:36:00,2026-05-02T15:38:00,long,78409.33,78399.41165485604,78399.41165485604,1.008233,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",73.82
30,2391-long,2026-05-02T15:51:00,2026-05-02T15:54:00,long,78421.02,78457.72,78447.6569039164,0.889308,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",68.53
31,2408-long,2026-05-02T16:08:00,2026-05-02T16:15:00,long,78512.95,78529.60905362932,78529.60905362932,0.448849,0.8486444346965238,0.8486444346965238,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",72.35
32,2495-long,2026-05-02T17:35:00,2026-05-02T17:40:00,long,78482.63,78465.88073678351,78465.88073678351,0.597041,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",68.82
33,2524-short,2026-05-02T18:04:00,2026-05-02T18:17:00,short,78344.87,78330.46661949885,78330.46661949885,0.742513,1.3208408622706627,1.3208408622706627,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",31.76
34,2551-long,2026-05-02T18:31:00,2026-05-02T18:34:00,long,78419.65,78441.25422680247,78441.25422680247,0.655688,1.4249691223963266,1.4249691223963266,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",78.24
35,2570-long,2026-05-02T18:50:00,2026-05-02T18:55:00,long,78457.77,78474.31474671111,78474.31474671111,0.791792,1.3930000099174171,1.3930000099174171,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",71.47
36,2620-long,2026-05-02T19:40:00,2026-05-02T19:41:00,long,78478.11,78505.67,78498.080523902,1.421373,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",74.71
37,2675-long,2026-05-02T20:35:00,2026-05-02T20:36:00,long,78447.0,78462.1,78457.32454776608,2.133932,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",73.82
38,2696-long,2026-05-02T20:56:00,2026-05-02T21:00:00,long,78450.55,78481.91,78474.4606631495,1.246087,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",71.76
39,2731-long,2026-05-02T21:31:00,2026-05-02T21:36:00,long,78536.53,78577.45,78563.99250133478,0.747534,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",70.59
40,2766-long,2026-05-02T22:06:00,2026-05-02T22:19:00,long,78764.97,78694.56434561693,78694.56434561693,0.142034,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'liquidity_sweep', 'smart_money_entry', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'equal_high_low', 'inducement', 'mitigation_block']",70.29
41,2842-long,2026-05-02T23:22:00,2026-05-02T23:34:00,long,78747.5,78788.93553597877,78788.93553597877,0.349092,1.4339442777393434,1.4339442777393434,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'macd', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",69.12
42,2941-short,2026-05-03T01:01:00,2026-05-03T01:03:00,short,78379.99,78379.99,78379.99,0.242766,1.0,1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'breaker_block', 'mitigation_block']",30.0
43,2962-short,2026-05-03T01:22:00,2026-05-03T01:27:00,short,78243.33,78291.95113979216,78291.95113979216,0.205672,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'breaker_block', 'mitigation_block']",31.76
44,3002-short,2026-05-03T02:02:00,2026-05-03T02:04:00,short,78230.62,78258.62021406874,78258.62021406874,0.35714,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.29
45,3018-short,2026-05-03T02:18:00,2026-05-03T02:49:00,short,78138.19,78164.99,78171.18523575825,0.303074,-0.8122384757714821,-0.8122384757714821,weak_trade_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",30.29
46,4397-long,2026-05-04T01:17:00,2026-05-04T01:19:00,long,78522.77,78467.74278912651,78467.74278912651,0.181728,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'volume_spike', 'rvol', 'breaker_block', 'mitigation_block']",69.41
47,4419-long,2026-05-04T01:39:00,2026-05-04T01:51:00,long,78868.11,79176.0,79084.44230407653,0.091805,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",72.35
48,4434-long,2026-05-04T01:54:00,2026-05-04T01:55:00,long,79251.52,79721.94,79594.89307368622,0.086191,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",70.88
49,4480-long,2026-05-04T02:40:00,2026-05-04T02:43:00,long,80160.22,80160.22,80160.22,0.077964,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'equal_high_low', 'breaker_block', 'mitigation_block']",68.82
50,4495-long,2026-05-04T02:55:00,2026-05-04T02:59:00,long,80378.78,80233.67934071666,80233.67934071666,0.068918,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'liquidity_sweep', 'smart_money_entry', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'equal_high_low', 'breaker_block', 'mitigation_block']",81.47
51,4551-long,2026-05-04T03:51:00,2026-05-04T04:03:00,long,80196.52,80339.04749467802,80339.04749467802,0.12658,1.5412337235476605,1.5412337235476605,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'equal_high_low', 'breaker_block', 'mitigation_block', 'fake_breakout']",69.41
52,4566-long,2026-05-04T04:06:00,2026-05-04T04:16:00,long,80388.16,80445.74209226228,80445.74209226228,0.122332,0.8226480721995744,0.8226480721995744,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'liquidity_sweep', 'smart_money_entry', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'equal_high_low', 'breaker_block', 'mitigation_block']",75.0
53,4583-long,2026-05-04T04:23:00,2026-05-04T04:36:00,long,80270.25,80348.13026798399,80348.13026798399,0.105722,0.8940206705742532,0.8940206705742532,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'liquidity_sweep', 'smart_money_entry', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'equal_high_low', 'breaker_block', 'mitigation_block']",70.59
54,4733-long,2026-05-04T06:53:00,2026-05-04T06:59:00,long,79966.01,79911.96366513956,79911.96366513956,0.185026,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",73.24
55,4787-long,2026-05-04T07:47:00,2026-05-04T07:49:00,long,79899.71,79847.09039314261,79847.09039314261,0.190043,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'equal_high_low', 'breaker_block', 'mitigation_block']",71.18
56,4804-short,2026-05-04T08:04:00,2026-05-04T08:08:00,short,79646.1,79693.3017524944,79693.3017524944,0.211857,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'liquidity_sweep', 'smart_money_entry', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",28.53
57,5763-long,2026-05-05T00:03:00,2026-05-05T00:06:00,long,79940.09,79966.1342998939,79966.1342998939,0.198236,0.7097743676142633,0.7097743676142633,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'breaker_block', 'mitigation_block']",70.29
58,5792-long,2026-05-05T00:32:00,2026-05-05T00:34:00,long,79978.12,80093.96,80047.77197909879,0.227621,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",71.47
59,5811-long,2026-05-05T00:51:00,2026-05-05T00:55:00,long,80134.09,80146.01351854335,80146.01351854335,0.218174,0.5560842641811258,0.5560842641811258,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",71.47
60,5835-long,2026-05-05T01:15:00,2026-05-05T01:31:00,long,80233.86,80242.9160547481,80242.9160547481,0.213651,0.5160903721607417,0.5160903721607417,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",71.76
61,5878-long,2026-05-05T01:58:00,2026-05-05T02:01:00,long,80343.18,80303.69732831366,80303.69732831366,0.253276,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",68.24
62,5917-long,2026-05-05T02:37:00,2026-05-05T02:39:00,long,80575.42,80722.37,80674.23881716646,0.233731,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'inducement', 'breaker_block', 'mitigation_block']",69.12
63,5953-long,2026-05-05T03:13:00,2026-05-05T03:23:00,long,80683.74,80772.99767564367,80772.99767564367,0.171684,1.4597228375239635,1.4597228375239635,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'momentum_candle', 'rsi', 'macd', 'vwap', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block']",73.24
64,5969-long,2026-05-05T03:29:00,2026-05-05T03:38:00,long,80796.22,80975.48,80925.17468914404,0.1683,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'liquidity_sweep', 'smart_money_entry', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'equal_high_low', 'breaker_block', 'mitigation_block', 'institutional_zone']",76.47
65,6049-long,2026-05-05T04:49:00,2026-05-05T05:00:00,long,80921.22,80871.20906040458,80871.20906040458,0.199956,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'institutional_zone']",71.47
66,6083-long,2026-05-05T05:23:00,2026-05-05T05:24:00,long,80952.24,81155.69,81101.85593611216,0.220883,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'institutional_zone']",69.71
67,6098-long,2026-05-05T05:38:00,2026-05-05T05:41:00,long,81186.38,81186.38,81186.38,0.13589,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'liquidity_sweep', 'smart_money_entry', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'equal_high_low', 'breaker_block', 'mitigation_block']",75.59
68,6116-short,2026-05-05T05:56:00,2026-05-05T06:14:00,short,80988.77,80950.24902622426,80950.24902622426,0.13994,0.7234376189667466,0.7234376189667466,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'smart_money_entry', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'institutional_zone']",29.71
69,6168-long,2026-05-05T06:48:00,2026-05-05T07:00:00,long,80900.14,80948.48110691032,80948.48110691032,0.255093,1.1398888285245266,1.1398888285245266,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'institutional_zone']",71.47
70,6183-long,2026-05-05T07:03:00,2026-05-05T07:15:00,long,80932.09,80986.80948318676,80986.80948318676,0.256917,1.4217512284701381,1.4217512284701381,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block', 'institutional_zone']",70.29
71,6216-long,2026-05-05T07:36:00,2026-05-05T07:40:00,long,81111.87,81071.78761525561,81071.78761525561,0.249486,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'equal_high_low', 'breaker_block', 'mitigation_block']",68.82
72,6422-long,2026-05-05T11:02:00,2026-05-05T11:14:00,long,80831.26,80942.73,80912.53118710512,0.279064,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'institutional_zone']",69.71
73,6448-long,2026-05-05T11:28:00,2026-05-05T11:38:00,long,80950.52,81090.82,81057.83961887515,0.242557,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'institutional_zone']",68.53
74,6477-long,2026-05-05T11:57:00,2026-05-05T12:01:00,long,80974.93,80979.69922340053,80979.69922340053,0.233501,0.46681720849571307,0.46681720849571307,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'momentum_candle', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'breaker_block', 'mitigation_block', 'institutional_zone']",72.35
75,6492-long,2026-05-05T12:12:00,2026-05-05T12:31:00,long,81080.01,81241.02,81200.27949096475,0.179067,1.9,1.9,tp3_full_close,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",70.59
76,6512-long,2026-05-05T12:32:00,2026-05-05T12:35:00,long,81235.52,81235.52,81235.52,0.19337,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'mtf_confirmation', 'session_quality', 'equal_high_low', 'inducement', 'breaker_block', 'mitigation_block']",74.41
77,6530-long,2026-05-05T12:50:00,2026-05-05T12:55:00,long,81310.56,81252.90467811604,81252.90467811604,0.173445,-1.0,-1.0,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'liquidity_sweep', 'smart_money_entry', 'momentum_candle', 'rsi', 'macd', 'adx', 'vwap', 'volume_spike', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",69.12
78,6545-long,2026-05-05T13:05:00,2026-05-05T13:07:00,long,81507.56,81507.56,81507.56,0.141958,0.4,0.4,stop_loss,"['trend_ema', 'structure', 'order_block', 'fvg', 'premium_discount', 'rsi', 'macd', 'adx', 'vwap', 'rvol', 'mtf_confirmation', 'session_quality', 'breaker_block', 'mitigation_block']",76.47
